years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted,Candidate Score,Candidate Rank,Fit Level,Prediction
7,62.5,0,10,452,277,Shortlisted,93.0,15.0,High Fit,Shortlisted
14,97.9,2,25,742,649,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,91.7,0,10,577,282,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,69.7,0,15,900,472,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,44.0,0,6,387,107,Rejected,0.0,201.0,,Rejected
3,51.2,2,6,294,155,Rejected,5.0,191.0,Low Fit,Rejected
6,58.8,3,8,436,159,Shortlisted,71.0,59.0,Medium Fit,Shortlisted
2,52.9,3,8,528,191,Shortlisted,84.0,33.0,High Fit,Shortlisted
12,90.9,1,14,549,551,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,3,22,855,724,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,49.6,1,11,628,344,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
4,57.8,0,6,471,139,Rejected,19.5,162.0,Low Fit,Rejected
7,54.1,0,6,789,254,Rejected,51.5,98.0,Low Fit,Shortlisted
11,92.4,0,9,687,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,72.5,2,16,876,562,Shortlisted,98.5,4.0,High Fit,Shortlisted
2,38.3,0,6,278,165,Rejected,0.5,200.0,Low Fit,Rejected
3,73.6,3,9,439,150,Shortlisted,80.0,41.0,Medium Fit,Shortlisted
13,92.6,0,10,630,483,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,71.2,0,16,751,451,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,77.0,3,5,597,246,Shortlisted,94.5,12.0,High Fit,Shortlisted
13,65.5,1,20,692,625,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,14,656,409,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,66.8,2,8,473,242,Shortlisted,84.0,33.0,High Fit,Shortlisted
0,46.7,0,3,150,56,Rejected,0.0,201.0,,Rejected
13,86.5,2,16,755,466,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,76.4,0,16,631,480,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,77.6,2,6,472,345,Rejected,12.5,176.0,Low Fit,Rejected
3,81.7,0,7,367,219,Shortlisted,69.0,63.0,Medium Fit,Shortlisted
8,91.9,0,8,733,328,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,57.3,1,9,499,244,Rejected,21.0,159.0,Low Fit,Rejected
15,92.1,0,19,828,718,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,99.6,2,15,900,374,Shortlisted,91.5,18.0,High Fit,Shortlisted
11,100.0,3,13,627,347,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,76.1,2,15,766,465,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,76.4,0,8,414,230,Shortlisted,85.0,31.0,High Fit,Shortlisted
5,81.3,3,12,593,279,Shortlisted,99.0,3.0,High Fit,Shortlisted
4,79.4,0,4,440,96,Shortlisted,69.0,63.0,Medium Fit,Shortlisted
4,87.9,2,7,451,138,Shortlisted,80.5,40.0,High Fit,Shortlisted
1,47.6,2,7,506,127,Rejected,3.0,195.0,Low Fit,Rejected
7,61.1,0,4,528,180,Rejected,31.5,138.0,Low Fit,Rejected
7,88.9,2,10,734,373,Shortlisted,99.5,2.0,High Fit,Shortlisted
10,79.7,0,10,676,317,Shortlisted,99.5,2.0,High Fit,Shortlisted
15,57.8,2,19,865,694,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,60.3,2,11,846,359,Shortlisted,88.5,24.0,High Fit,Shortlisted
0,74.9,3,11,467,208,Shortlisted,85.0,31.0,High Fit,Shortlisted
7,87.8,2,17,411,453,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,45.3,0,10,770,322,Rejected,15.5,170.0,Low Fit,Rejected
1,79.7,2,5,443,117,Rejected,1.5,198.0,Low Fit,Rejected
13,80.5,0,17,666,549,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,72.2,0,13,763,545,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,58.6,3,9,381,220,Rejected,5.0,191.0,Low Fit,Rejected
13,72.7,3,11,662,396,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,80.0,2,13,475,431,Shortlisted,99.5,2.0,High Fit,Shortlisted
14,57.5,0,16,835,538,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,70.1,2,14,499,421,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,3,16,900,552,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,57.3,0,11,751,416,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,81.8,0,11,873,385,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,65.2,2,15,682,445,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,71.3,2,10,539,227,Rejected,19.0,163.0,Low Fit,Rejected
11,52.3,3,10,730,383,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,78.2,0,12,491,291,Shortlisted,97.0,7.0,High Fit,Shortlisted
8,50.0,2,10,549,362,Rejected,36.0,129.0,Low Fit,Rejected
7,72.1,2,8,870,272,Rejected,20.5,160.0,Low Fit,Rejected
10,66.9,0,13,552,496,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,65.8,2,11,381,345,Rejected,34.5,132.0,Low Fit,Rejected
2,38.6,0,6,345,177,Rejected,0.0,201.0,,Rejected
7,96.4,0,7,608,281,Shortlisted,98.0,5.0,High Fit,Shortlisted
8,54.2,0,8,530,324,Rejected,74.0,53.0,Medium Fit,Shortlisted
0,39.4,0,8,355,245,Rejected,1.5,198.0,Low Fit,Rejected
11,100.0,2,12,795,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,85.8,3,16,551,578,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,64.7,0,14,900,391,Shortlisted,98.5,4.0,High Fit,Shortlisted
15,85.6,0,19,681,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,82.0,0,11,648,516,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,65.9,2,18,880,632,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,63.6,3,12,332,247,Shortlisted,80.0,41.0,Medium Fit,Shortlisted
5,70.9,2,4,331,191,Rejected,16.5,168.0,Low Fit,Rejected
11,100.0,2,12,583,435,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,64.4,2,7,552,175,Rejected,13.5,174.0,Low Fit,Rejected
0,51.3,1,3,270,95,Rejected,0.0,201.0,,Rejected
9,67.0,2,16,494,416,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,91.7,2,9,524,283,Shortlisted,99.5,2.0,High Fit,Shortlisted
15,100.0,2,17,862,584,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,75.1,2,9,462,240,Shortlisted,45.5,110.0,Low Fit,Rejected
11,84.9,2,12,483,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,37.3,2,8,343,180,Rejected,1.0,199.0,Low Fit,Rejected
1,83.3,3,11,277,195,Shortlisted,82.5,36.0,High Fit,Shortlisted
0,65.9,3,6,210,94,Rejected,1.0,199.0,Low Fit,Rejected
0,56.6,2,5,431,9,Rejected,0.0,201.0,,Rejected
8,80.2,0,14,449,427,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,84.9,0,12,860,474,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,71.2,2,11,773,363,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,48.2,1,3,258,106,Rejected,0.0,201.0,,Rejected
12,48.4,1,10,900,379,Rejected,52.5,96.0,Low Fit,Shortlisted
3,60.3,1,6,541,177,Rejected,1.5,198.0,Low Fit,Rejected
9,99.2,2,13,700,372,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,40.6,0,12,600,344,Rejected,56.0,89.0,Low Fit,Shortlisted
6,71.4,0,10,536,164,Shortlisted,57.5,86.0,Low Fit,Shortlisted
1,69.5,0,7,559,265,Rejected,15.0,171.0,Low Fit,Rejected
5,83.5,2,13,485,361,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,58.3,0,10,559,340,Shortlisted,88.5,24.0,High Fit,Shortlisted
9,59.0,0,14,724,368,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,78.4,2,20,755,549,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,97.1,2,16,732,487,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,33.9,0,13,398,181,Rejected,8.0,185.0,Low Fit,Rejected
14,71.0,2,21,840,635,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,52.6,0,3,201,40,Rejected,0.0,201.0,,Rejected
9,64.6,2,16,682,432,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,68.9,0,13,718,317,Shortlisted,96.5,8.0,High Fit,Shortlisted
11,100.0,0,10,698,383,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,43.2,2,6,460,162,Rejected,2.0,197.0,Low Fit,Rejected
7,73.1,2,8,734,334,Shortlisted,96.5,8.0,High Fit,Shortlisted
10,77.4,0,11,862,279,Shortlisted,97.0,7.0,High Fit,Shortlisted
12,76.5,0,13,376,397,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,41.6,2,4,395,89,Rejected,0.0,201.0,,Rejected
10,71.7,2,17,618,573,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,58.0,0,9,558,237,Shortlisted,79.5,42.0,Medium Fit,Shortlisted
8,86.8,2,12,467,378,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,73.8,0,13,571,308,Shortlisted,94.5,12.0,High Fit,Shortlisted
8,50.2,0,16,717,410,Shortlisted,98.0,5.0,High Fit,Shortlisted
6,59.2,1,4,558,279,Rejected,9.0,183.0,Low Fit,Rejected
14,78.0,0,20,821,637,Shortlisted,99.0,3.0,High Fit,Shortlisted
15,100.0,1,18,672,530,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,77.9,0,11,686,311,Shortlisted,99.0,3.0,High Fit,Shortlisted
1,43.3,0,10,340,222,Rejected,4.0,193.0,Low Fit,Rejected
11,67.8,0,12,756,335,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,61.3,1,9,490,281,Shortlisted,86.5,28.0,High Fit,Shortlisted
7,76.9,0,11,698,336,Shortlisted,97.0,7.0,High Fit,Shortlisted
1,70.5,2,7,270,78,Rejected,7.5,186.0,Low Fit,Rejected
11,82.5,0,13,720,468,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,84.1,2,11,737,457,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,61.5,0,4,635,88,Rejected,3.5,194.0,Low Fit,Rejected
13,81.6,0,7,803,409,Shortlisted,97.5,6.0,High Fit,Shortlisted
14,62.5,2,17,814,464,Shortlisted,98.0,5.0,High Fit,Shortlisted
10,84.1,3,14,731,307,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,76.8,0,16,836,589,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,40.2,1,10,649,426,Rejected,14.5,172.0,Low Fit,Rejected
10,100.0,2,14,491,403,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,75.7,3,14,434,200,Shortlisted,93.0,15.0,High Fit,Shortlisted
15,95.2,3,18,738,426,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,57.9,0,9,644,276,Rejected,16.0,169.0,Low Fit,Rejected
5,78.5,0,7,671,264,Shortlisted,79.5,42.0,Medium Fit,Shortlisted
9,61.8,2,6,793,406,Shortlisted,92.5,16.0,High Fit,Shortlisted
5,66.6,2,12,783,292,Shortlisted,92.5,16.0,High Fit,Shortlisted
9,65.0,2,16,784,573,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,100.0,2,18,578,612,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,52.8,2,6,401,176,Rejected,0.5,200.0,Low Fit,Rejected
14,100.0,0,19,900,642,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,72.0,0,19,621,468,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,94.9,2,9,571,275,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,81.5,0,7,639,183,Shortlisted,93.0,15.0,High Fit,Shortlisted
13,99.4,0,10,664,397,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,59.0,1,17,653,439,Shortlisted,98.5,4.0,High Fit,Shortlisted
1,73.1,0,5,386,186,Rejected,0.5,200.0,Low Fit,Rejected
5,39.6,0,2,476,136,Rejected,0.5,200.0,Low Fit,Rejected
11,83.9,2,12,599,362,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,61.3,0,7,506,261,Shortlisted,80.0,41.0,Medium Fit,Shortlisted
11,58.4,0,11,564,366,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,68.1,0,14,726,399,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,63.9,0,10,584,357,Shortlisted,96.5,8.0,High Fit,Shortlisted
12,86.1,3,11,768,429,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,57.4,2,7,454,193,Rejected,3.5,194.0,Low Fit,Rejected
9,72.2,1,10,582,393,Shortlisted,98.5,4.0,High Fit,Shortlisted
2,52.8,2,9,201,219,Rejected,3.5,194.0,Low Fit,Rejected
6,62.3,0,7,498,178,Rejected,13.0,175.0,Low Fit,Rejected
13,86.7,3,11,808,299,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,66.2,0,6,288,258,Rejected,12.5,176.0,Low Fit,Rejected
12,94.2,0,17,802,447,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,88.1,2,13,531,342,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,88.8,2,17,601,507,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,76.0,0,11,630,295,Shortlisted,93.5,14.0,High Fit,Shortlisted
4,73.9,2,10,452,256,Shortlisted,63.0,75.0,Medium Fit,Shortlisted
6,60.3,1,18,643,407,Shortlisted,93.5,14.0,High Fit,Shortlisted
15,100.0,3,12,865,407,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,43.3,1,4,427,90,Rejected,0.0,201.0,,Rejected
11,56.3,3,18,501,507,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,43.9,0,5,539,38,Rejected,0.0,201.0,,Rejected
5,88.5,0,5,601,151,Shortlisted,56.5,88.0,Low Fit,Shortlisted
1,62.6,3,11,352,237,Rejected,20.5,160.0,Low Fit,Rejected
2,73.1,3,9,553,248,Shortlisted,84.5,32.0,High Fit,Shortlisted
5,67.1,2,15,412,442,Shortlisted,99.0,3.0,High Fit,Shortlisted
4,73.9,0,9,493,280,Rejected,28.5,144.0,Low Fit,Rejected
15,88.6,0,15,900,592,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,70.5,0,12,581,401,Shortlisted,96.5,8.0,High Fit,Shortlisted
8,82.7,0,12,675,432,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,74.3,2,9,484,336,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,62.6,1,5,637,192,Rejected,1.5,198.0,Low Fit,Rejected
11,80.6,2,19,635,589,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,77.6,2,14,386,472,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,49.2,0,4,608,126,Rejected,0.5,200.0,Low Fit,Rejected
2,62.0,2,3,513,82,Rejected,0.5,200.0,Low Fit,Rejected
12,77.1,2,14,472,462,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,100.0,2,14,728,466,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,37.7,1,5,718,107,Rejected,2.5,196.0,Low Fit,Rejected
14,100.0,2,11,885,372,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,59.3,0,8,816,381,Shortlisted,86.0,29.0,High Fit,Shortlisted
0,65.6,0,4,429,55,Rejected,0.0,201.0,,Rejected
6,60.7,2,11,640,313,Rejected,93.5,14.0,High Fit,Shortlisted
11,91.7,2,19,564,516,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,55.7,0,4,324,98,Rejected,1.0,199.0,Low Fit,Rejected
13,65.8,2,16,573,452,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,93.4,3,9,515,254,Shortlisted,97.0,7.0,High Fit,Shortlisted
14,97.1,0,16,724,546,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,86.8,2,11,717,341,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,75.6,2,14,854,498,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,87.4,2,12,592,321,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,44.3,0,14,507,305,Rejected,43.0,115.0,Low Fit,Rejected
4,32.1,0,10,497,253,Shortlisted,76.5,48.0,Medium Fit,Shortlisted
3,47.6,3,11,452,271,Rejected,58.5,84.0,Low Fit,Shortlisted
11,65.7,0,14,459,387,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,63.7,1,15,692,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,80.7,2,11,672,465,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,57.6,0,9,328,139,Rejected,18.0,165.0,Low Fit,Rejected
11,73.5,2,14,577,522,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,43.5,2,12,531,289,Shortlisted,98.0,5.0,High Fit,Shortlisted
1,66.1,2,9,383,157,Rejected,19.5,162.0,Low Fit,Rejected
0,57.3,2,5,447,0,Rejected,1.0,199.0,Low Fit,Rejected
2,51.1,0,6,389,136,Rejected,0.5,200.0,Low Fit,Rejected
15,100.0,0,18,772,701,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,73.6,2,8,846,314,Shortlisted,69.5,62.0,Medium Fit,Shortlisted
3,64.4,0,8,354,74,Rejected,8.5,184.0,Low Fit,Rejected
9,94.9,3,18,555,534,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,46.9,2,12,599,380,Rejected,77.5,46.0,Medium Fit,Shortlisted
1,54.7,1,5,539,89,Rejected,0.0,201.0,,Rejected
15,100.0,2,12,900,559,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,62.1,0,5,348,108,Rejected,3.5,194.0,Low Fit,Rejected
1,39.9,0,6,338,28,Rejected,0.0,201.0,,Rejected
14,82.0,2,9,894,420,Shortlisted,99.5,2.0,High Fit,Shortlisted
1,66.1,2,7,286,151,Shortlisted,64.0,73.0,Medium Fit,Shortlisted
3,31.9,0,6,460,93,Rejected,2.0,197.0,Low Fit,Rejected
5,47.2,0,5,203,100,Rejected,2.5,196.0,Low Fit,Rejected
6,99.1,0,7,524,192,Shortlisted,95.0,11.0,High Fit,Shortlisted
9,82.8,0,11,590,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,83.8,0,2,156,161,Rejected,5.5,190.0,Low Fit,Rejected
2,74.5,0,6,378,291,Rejected,12.0,177.0,Low Fit,Rejected
9,85.2,2,16,624,594,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,70.4,3,9,883,323,Rejected,18.0,165.0,Low Fit,Rejected
12,87.2,0,18,587,530,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,100.0,0,13,653,344,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,77.6,2,5,478,194,Rejected,10.5,180.0,Low Fit,Rejected
12,87.8,2,16,524,551,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,64.4,3,6,482,44,Rejected,7.5,186.0,Low Fit,Rejected
7,79.0,0,5,384,209,Rejected,12.5,176.0,Low Fit,Rejected
4,57.5,0,4,530,45,Rejected,3.5,194.0,Low Fit,Rejected
14,93.0,0,17,628,664,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,50.8,2,6,178,36,Rejected,0.5,200.0,Low Fit,Rejected
2,56.2,0,5,323,139,Rejected,4.0,193.0,Low Fit,Rejected
9,63.8,2,14,789,482,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,64.9,0,12,449,268,Shortlisted,95.5,10.0,High Fit,Shortlisted
3,53.2,0,8,469,285,Rejected,5.0,191.0,Low Fit,Rejected
15,100.0,2,18,808,570,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,70.1,0,14,813,413,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,79.0,2,10,354,213,Rejected,38.5,124.0,Low Fit,Rejected
9,61.3,0,13,501,450,Shortlisted,98.5,4.0,High Fit,Shortlisted
11,80.2,0,11,817,402,Shortlisted,99.0,3.0,High Fit,Shortlisted
13,87.8,0,18,593,552,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,55.7,0,16,539,503,Shortlisted,99.5,2.0,High Fit,Shortlisted
1,34.0,1,1,447,0,Rejected,0.0,201.0,,Rejected
6,58.9,2,13,540,360,Shortlisted,92.0,17.0,High Fit,Shortlisted
4,49.7,2,4,381,31,Rejected,2.5,196.0,Low Fit,Rejected
4,66.8,0,9,455,278,Rejected,37.0,127.0,Low Fit,Rejected
5,66.6,1,12,508,449,Shortlisted,83.0,35.0,High Fit,Shortlisted
12,73.1,3,20,723,617,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,75.4,0,13,900,452,Shortlisted,93.0,15.0,High Fit,Shortlisted
13,77.1,0,12,889,388,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,66.0,0,7,572,110,Rejected,16.5,168.0,Low Fit,Rejected
11,73.8,2,14,572,485,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,88.8,0,5,824,255,Shortlisted,95.5,10.0,High Fit,Shortlisted
14,100.0,2,17,612,511,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,95.1,0,19,721,672,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,92.4,0,5,537,229,Shortlisted,88.5,24.0,High Fit,Shortlisted
6,48.5,0,15,489,474,Shortlisted,67.0,67.0,Medium Fit,Shortlisted
8,67.1,2,11,319,320,Shortlisted,92.5,16.0,High Fit,Shortlisted
3,75.7,2,10,322,156,Rejected,53.5,94.0,Low Fit,Shortlisted
1,82.1,0,5,483,133,Rejected,4.5,192.0,Low Fit,Rejected
6,79.3,0,9,609,335,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,55.9,2,9,477,161,Rejected,21.0,159.0,Low Fit,Rejected
0,54.7,2,10,276,200,Shortlisted,66.5,68.0,Medium Fit,Shortlisted
10,82.5,0,12,705,368,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,74.8,2,9,471,307,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,61.5,0,11,462,296,Shortlisted,95.5,10.0,High Fit,Shortlisted
11,75.1,0,12,726,395,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,54.8,1,4,335,71,Rejected,0.5,200.0,Low Fit,Rejected
2,49.0,2,5,481,135,Rejected,2.0,197.0,Low Fit,Rejected
4,80.3,0,3,566,114,Rejected,4.5,192.0,Low Fit,Rejected
4,62.7,2,12,571,229,Shortlisted,58.5,84.0,Low Fit,Shortlisted
14,88.2,2,15,734,554,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,76.8,2,9,403,205,Rejected,11.0,179.0,Low Fit,Rejected
7,69.6,0,15,481,370,Shortlisted,98.5,4.0,High Fit,Shortlisted
11,94.2,0,14,795,485,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,63.6,3,9,468,376,Shortlisted,95.0,11.0,High Fit,Shortlisted
3,73.7,2,10,461,252,Rejected,70.5,60.0,Medium Fit,Shortlisted
12,97.8,2,21,803,573,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,52.6,1,4,492,120,Rejected,4.0,193.0,Low Fit,Rejected
14,82.8,0,15,894,351,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,86.9,2,17,658,606,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,76.1,1,16,652,462,Shortlisted,99.0,3.0,High Fit,Shortlisted
9,86.4,2,9,681,268,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,47.8,0,6,360,223,Rejected,0.0,201.0,,Rejected
5,62.1,1,7,453,249,Rejected,15.5,170.0,Low Fit,Rejected
13,100.0,0,13,804,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,0,23,825,636,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,87.4,0,8,507,160,Shortlisted,82.0,37.0,High Fit,Shortlisted
12,82.4,2,14,767,498,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,100.0,0,14,698,368,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,94.9,0,21,431,529,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,87.8,2,14,697,499,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,76.8,0,8,704,194,Shortlisted,95.0,11.0,High Fit,Shortlisted
0,50.6,0,2,255,0,Rejected,0.0,201.0,,Rejected
4,75.2,2,15,386,374,Shortlisted,99.5,2.0,High Fit,Shortlisted
3,79.9,3,5,393,208,Rejected,23.5,154.0,Low Fit,Rejected
7,77.5,1,10,736,357,Rejected,34.0,133.0,Low Fit,Rejected
10,74.8,0,9,688,270,Shortlisted,98.5,4.0,High Fit,Shortlisted
11,61.1,2,14,636,425,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,61.1,0,6,342,134,Rejected,1.0,199.0,Low Fit,Rejected
8,87.9,2,5,562,108,Shortlisted,96.0,9.0,High Fit,Shortlisted
15,80.3,3,22,883,617,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,73.6,3,15,385,423,Shortlisted,98.5,4.0,High Fit,Shortlisted
3,83.6,0,6,455,153,Rejected,13.0,175.0,Low Fit,Rejected
11,61.4,0,16,852,417,Shortlisted,96.0,9.0,High Fit,Shortlisted
8,76.7,3,20,578,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,99.8,0,6,754,250,Shortlisted,96.0,9.0,High Fit,Shortlisted
4,67.9,0,3,424,197,Rejected,2.0,197.0,Low Fit,Rejected
14,81.4,2,16,714,480,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,65.4,0,2,582,130,Rejected,6.0,189.0,Low Fit,Rejected
11,91.9,0,7,849,293,Shortlisted,97.0,7.0,High Fit,Shortlisted
4,66.2,2,3,369,161,Rejected,15.0,171.0,Low Fit,Rejected
0,66.5,0,5,545,46,Rejected,0.5,200.0,Low Fit,Rejected
0,56.5,1,4,237,44,Rejected,0.5,200.0,Low Fit,Rejected
7,76.3,0,6,477,142,Shortlisted,89.0,23.0,High Fit,Shortlisted
11,93.2,2,10,738,439,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,67.1,0,6,517,312,Shortlisted,91.0,19.0,High Fit,Shortlisted
11,65.3,0,10,654,390,Shortlisted,99.5,2.0,High Fit,Shortlisted
14,96.4,2,17,804,628,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,87.3,2,18,832,514,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,60.8,0,8,491,181,Rejected,19.0,163.0,Low Fit,Rejected
11,91.1,2,9,740,238,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,96.7,0,14,627,439,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,82.9,2,19,709,594,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,63.6,0,8,374,147,Rejected,9.5,182.0,Low Fit,Rejected
1,41.8,0,3,449,75,Rejected,0.0,201.0,,Rejected
13,83.9,2,16,866,539,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,62.8,0,2,288,36,Rejected,1.0,199.0,Low Fit,Rejected
8,73.2,0,11,554,368,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,80.1,0,14,653,497,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,80.1,2,11,634,403,Shortlisted,99.0,3.0,High Fit,Shortlisted
3,64.4,0,12,319,224,Shortlisted,82.0,37.0,High Fit,Shortlisted
